LabID,Clinic,Address,City,State,Zipcode,Latitude,Longitude
LabCorp125,LabCorp,"Labcorp, 12121 Westheimer Rd, Ste 203, Houston, TX 77077",Houston,TX,77077,29.735407870549583,-95.59306871975323
LabCorp126,LabCorp,"Labcorp, 5420 Dashwood Dr, Suite 205, Houston, TX 77081",Houston,TX,77081,29.70797589825576,-95.47509578535288
LabCorp127,LabCorp,"Labcorp, 12121 Richmond Ave, Ste 423, Houston, TX 77082",Houston,TX,77082,29.729211052722828,-95.59375541737607
LabCorp128,LabCorp,"Labcorp, 19002 Park Row, Ste 106, Houston, TX 77084",Houston,TX,77084,29.79000733119638,-95.70319097670811
LabCorp129,LabCorp,"Labcorp, 21216 Northwest Fwy, POB I -Suite 200, Cypress, TX 77429",Cypress,TX,77429,29.925826477861246,-95.63268102346817
LabCorp130,LabCorp,"Labcorp, 21212 Northwest Fwy, POB II - Suite 105, Cypress, TX 77429",Cypress,TX,77429,29.924974948948687,-95.6304769187628
LabCorp131,LabCorp,"Labcorp, 21700 Kingsland Blvd, Ste 108, Katy, TX 77450",Katy,TX,77450,29.77569327540669,-95.74587215178924
LabCorp132,LabCorp,"Labcorp, 1601 Main St, Ste 106, Richmond, TX 77469",Richmond,TX,77469,29.579179597620275,-95.77037104079542
LabCorp133,LabCorp,"Labcorp, 1235 Lake Pointe Pkwy, Ste 102, Sugar Land, TX 77478",Sugar Land,TX,77478,29.60616946619266,-95.6209246990962
LabCorp134,LabCorp,"Labcorp, 16545 Southwest Fwy, Ste 225, Sugar Land, TX 77479",Sugar Land,TX,77479,29.59112686947612,-95.62844890104006
LabCorp135,LabCorp,"Labcorp, 1331 W Grand Pkwy N, Ste 160, Katy, TX 77493",Katy,TX,77493,29.79049483538012,-95.77862733995714
LabCorp136,LabCorp,"Labcorp, 11507 S Highway 6, Suite A, Sugar Land, TX 77498",Sugar Land,TX,77498,29.651103205087864,-95.64959910642146
LabCorp137,LabCorp,"Labcorp, 10970 Shadow Creek Pkwy, Ste 260, Pearland, TX 77584",Pearland,TX,77584,29.57717806004236,-95.38880185647793
LabCorp138,LabCorp,"Labcorp, 1400 S Grand Ave, Ste 612, Los Angeles, CA 90015",Los Angeles,CA,90015,34.03687103643406,-118.26523385276889
LabCorp139,LabCorp,"Labcorp, 10880 Wilshire Blvd. Suite 301, Los Angeles, CA 90024",Los Angeles,CA,90024,34.058840027560414,-118.44304138391148
LabCorp140,LabCorp,"Labcorp, 10880 WILSHIRE BLVD. SUITE 301, LOS ANGELES, CA 90024",Los Angeles,CA,90024,34.05881561358016,-118.4430487414772
LabCorp141,LabCorp,"Labcorp, 10309 SANTA MONICA BLVD, SUITE 350, LOS ANGELES, CA 90025",Los Angeles,CA,90025,34.05940102229955,-118.42202850228873
LabCorp142,LabCorp,"Labcorp, 10309 Santa Monica Blvd, Suite 350, Los Angeles, CA 90025",Los Angeles,CA,90025,34.05946257421819,-118.42200433647184
LabCorp143,LabCorp,"Labcorp, 1825 Cesar Chavez Avenue, Los Angeles, CA 90033",Los Angeles,CA,90033,34.0508509589469,-118.2155249032975
LabCorp144,LabCorp,"Labcorp, 1825 CESAR CHAVEZ AVENUE, LOS ANGELES, CA 90033",Los Angeles,CA,90033,34.05069909968518,-118.21551661576063
LabCorp145,LabCorp,"Labcorp, 2007 Wilshire Blvd, Ste 400, Los Angeles, CA 90057",Los Angeles,CA,90057,34.057739955985134,-118.27492802634114
LabCorp146,LabCorp,"Labcorp, 12555 W.JEFFERSON BL.3RD FLOOR, LOS ANGELES, CA 90066",Los Angeles,CA,90066,33.97990553627936,-118.41304130753257
LabCorp147,LabCorp,"Labcorp, 12555 W.Jefferson Bl.3rd Floor, Los Angeles, CA 90066",Los Angeles,CA,90066,33.979912728465855,-118.41303345620466
LabCorp148,LabCorp,"Labcorp, 8920 Wilshire Blvd, Ste 520, Beverly Hills, CA 90211",Beverly Hills,CA,90211,34.06666587789417,-118.386270236848
LabCorp149,LabCorp,"Labcorp, 3831 Hughes Ave, Ste 607, Culver City, CA 90232",Culver City,CA,90232,34.022289418385164,-118.39827729558904
LabCorp150,LabCorp,"Labcorp, 390 N Pacific Coast Hwy, Suite 2080, El Segundo, CA 90245",El Segundo,CA,90245,33.92125436238042,-118.39484413710454
LabCorp151,LabCorp,"Labcorp, 2400 N Sepulveda Blvd, Manhattan Beach, CA 90266",Manhattan Beach,CA,90266,33.89404010804705,-118.39558662280176
LabCorp152,LabCorp,"Labcorp, 550 Deep Valley Dr, Ste 327, Palos Verdes Peninsula, CA 90274",Palos Verdes Peninsula,CA,90274,33.772577300483235,-118.37400011849552
LabCorp153,LabCorp,"Labcorp, 510 N Prospect Ave, Ste 305, Redondo Beach, CA 90277",Redondo Beach,CA,90277,33.85257896218575,-118.37902547499483
LabCorp154,LabCorp,"Labcorp, 3331 W Century Blvd, Inglewood, CA 90303",Inglewood,CA,90303,33.94586276833443,-118.33026448275976
LabCorp155,LabCorp,"Labcorp, 1821 Wilshire Blvd, Ste 210, Santa Monica, CA 90403",Santa Monica,CA,90403,34.03060455623807,-118.48470819068464
LabCorp156,LabCorp,"Labcorp, 1304 15th St, Ste 310, Santa Monica, CA 90404",Santa Monica,CA,90404,34.02582901333237,-118.4864263710884
LabCorp157,LabCorp,"Labcorp, 2001 Santa Monica Blvd, Suite 765W, Santa Monica, CA 90404",Santa Monica,CA,90404,34.02912389007064,-118.48006866786532
LabCorp158,LabCorp,"Labcorp, 2001 SANTA MONICA BLVD, SUITE 765W, SANTA MONICA, CA 90404",Santa Monica,CA,90404,34.029111802120795,-118.48006517677186
LabCorp159,LabCorp,"Labcorp, 20911 Earl St, Ste 250, Torrance, CA 90503",Torrance,CA,90503,33.840490828498226,-118.35873853610084
LabCorp160,LabCorp,"Labcorp, 3400 Lomita Blvd, Ste 208, Torrance, CA 90505",Torrance,CA,90505,33.81195343509776,-118.34558601311436
LabCorp161,LabCorp,"Labcorp, 3440 Lomita Blvd, Ste 136, Torrance, CA 90505",Torrance,CA,90505,33.812733508913965,-118.34572526866056
LabCorp162,LabCorp,"Labcorp, 23456 Hawthorne Blvd, Torrance, CA 90505",Torrance,CA,90505,33.81269485383967,-118.34927532699145
LabCorp163,LabCorp,"Labcorp, 1510 S Central Ave, Ste 130, Glendale, CA 91204",Glendale,CA,91204,34.12709907683067,-118.25737286638864
LabCorp164,LabCorp,"Labcorp, 1577 E Chevy Chase Dr, Suite 250, Glendale, CA 91206",Glendale,CA,91206,34.153650958595,-118.23009013204468
LabCorp165,LabCorp,"Labcorp, 28240 Agoura Rd, Ste 204, Agoura Hills, CA 91301",Agoura Hills,CA,91301,34.14078920938388,-118.74249218665383
LabCorp166,LabCorp,"Labcorp, 7345 MEDICAL CENTER DR, SUITE 520, WEST HILLS, CA 91307",West Hills,CA,91307,34.203190506093044,-118.6315825738577
LabCorp167,LabCorp,"Labcorp, 7301 Medical Center Dr, Ste 304, West Hills, CA 91307",West Hills,CA,91307,34.20279223940369,-118.62981582285693
LabCorp168,LabCorp,"Labcorp, 23928 Lyons Ave, Ste 104, Newhall, CA 91321",Newhall,CA,91321,34.37875140314245,-118.55319912172212
LabCorp169,LabCorp,"Labcorp, 18541 Roscoe Blvd, Northridge, CA 91324",Northridge,CA,91324,34.221182601138985,-118.53755644562106
LabCorp170,LabCorp,"Labcorp, 14901 Rinaldi St, Ste 204, Mission Hills, CA 91345",Mission Hills,CA,91345,34.27941475349633,-118.45744365313932
LabCorp171,LabCorp,"Labcorp, 23929 McBean Pkwy, Ste 107, Valencia, CA 91355",Valencia,CA,91355,34.39604616733594,-118.55416329221232
LabCorp172,LabCorp,"Labcorp, 23823 Valencia Blvd, Ste 150, Valencia, CA 91355",Valencia,CA,91355,34.4138873206177,-118.5525415422361
LabCorp173,LabCorp,"Labcorp, 27875 Smyth Dr, Ste 102, Valencia, CA 91355",Valencia,CA,91355,34.440014618834695,-118.56814352044096
LabCorp174,LabCorp,"Labcorp, 18399 Ventura Blvd, Ste 17, Tarzana, CA 91356",Tarzana,CA,91356,34.169090247555935,-118.53337646501636
LabCorp175,LabCorp,"Labcorp, 425 Haaland Dr, Ste 106, Thousand Oaks, CA 91361",Thousand Oaks,CA,91361,34.17566361436896,-118.8699514887382
LabCorp176,LabCorp,"Labcorp, 15211 Vanowen St, Ste 319, Van Nuys, CA 91405",Van Nuys,CA,91405,34.19454770743266,-118.46424178417055
LabCorp177,LabCorp,"Labcorp, 2701 W Alameda Ave, Ste 203, Burbank, CA 91505",Burbank,CA,91505,34.15796375586393,-118.3305531777206
LabCorp178,LabCorp,"Labcorp, 12555 Central Ave, Ste A, Chino, CA 91710",Chino,CA,91710,34.025235973812926,-117.68900331377291
LabCorp179,LabCorp,"Labcorp, 420 W Rowland St, Covina, CA 91723",Covina,CA,91723,34.07848149146029,-117.89734302108756
LabCorp180,LabCorp,"Labcorp, 10801 Foothill Blvd, Ste 104, Rancho Cucamonga, CA 91730",Rancho Cucamonga,CA,91730,34.105455695852754,-117.5698152060677
